ProductName,ProductNumber,Domain,LanguageCode,URL(oldwebsite),URL(currentwebsite)
Lusutrombopag Shionogi,EMEA/H/C/004720,human,en,,https://www.ema.europa.eu/documents/product-information/lusutrombopag-shionogi-epar-product-information_en.pdf
Lutathera,EMEA/H/C/004123,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/004123/WC500241595.pdf,https://www.ema.europa.eu/en/documents/product-information/lutathera-epar-product-information_en.pdf
Luveris,EMEA/H/C/000292,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000292/WC500045914.pdf,https://www.ema.europa.eu/en/documents/product-information/luveris-epar-product-information_en.pdf
Luxturna,EMEA/H/C/004451,human,en,,https://www.ema.europa.eu/documents/product-information/luxturna-epar-product-information_en.pdf
Lydaxx,EMEA/V/C/005199,veterinary,en,,https://www.ema.europa.eu/en/documents/product-information/lydaxx-epar-product-information_en.pdf
Lydisilka,EMEA/H/C/005382,human,en,,https://www.ema.europa.eu/documents/product-information/lydisilka-epar-product-information_en.pdf
Lymphoseek,EMEA/H/C/002085,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002085/WC500180048.pdf,https://www.ema.europa.eu/en/documents/product-information/lymphoseek-epar-product-information_en.pdf
Lynparza,EMEA/H/C/003726,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/003726/WC500180151.pdf,https://www.ema.europa.eu/en/documents/product-information/lynparza-epar-product-information_en.pdf
Lyrica,EMEA/H/C/000546,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000546/WC500046602.pdf,https://www.ema.europa.eu/en/documents/product-information/lyrica-epar-product-information_en.pdf
LysaKare,EMEA/H/C/004541,human,en,,https://www.ema.europa.eu/en/documents/product-information/lysakare-epar-product-information_en.pdf
Lysodren,EMEA/H/C/000521,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000521/WC500047235.pdf,https://www.ema.europa.eu/en/documents/product-information/lysodren-epar-product-information_en.pdf
Lyumjev (previously Liumjev),EMEA/H/C/005037,human,en,,https://www.ema.europa.eu/en/documents/product-information/lyumjev-previously-liumjev-epar-product-information_en.pdf
Lyxumia,EMEA/H/C/002445,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002445/WC500140401.pdf,https://www.ema.europa.eu/en/documents/product-information/lyxumia-epar-product-information_en.pdf
MabCampath,EMEA/H/C/000353,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000353/WC500025270.pdf,https://www.ema.europa.eu/en/documents/product-information/mabcampath-epar-product-information_en.pdf
MabThera,EMEA/H/C/000165,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000165/WC500025821.pdf,https://www.ema.europa.eu/en/documents/product-information/mabthera-epar-product-information_en.pdf
Maci,EMEA/H/C/002522,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002522/WC500145886.pdf,https://www.ema.europa.eu/en/documents/product-information/maci-epar-product-information_en.pdf
Macugen,EMEA/H/C/000620,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000620/WC500026214.pdf,https://www.ema.europa.eu/en/documents/product-information/macugen-epar-product-information_en.pdf
Marixino (previously Maruxa),EMEA/H/C/002658,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002658/WC500143530.pdf,https://www.ema.europa.eu/en/documents/product-information/marixino-epar-product-information_en.pdf
Masivet,EMEA/V/C/000128,veterinary,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/veterinary/000128/WC500064717.pdf,https://www.ema.europa.eu/en/documents/product-information/masivet-epar-product-information_en.pdf
Matever,EMEA/H/C/002024,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002024/WC500116379.pdf,https://www.ema.europa.eu/en/documents/product-information/matever-epar-product-information_en.pdf
Mavenclad,EMEA/H/C/004230,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/004230/WC500234561.pdf,https://www.ema.europa.eu/en/documents/product-information/mavenclad-epar-product-information_en.pdf
Maviret,EMEA/H/C/004430,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/004430/WC500233677.pdf,https://www.ema.europa.eu/en/documents/product-information/maviret-epar-product-information_en.pdf
Mayzent,EMEA/H/C/004712,human,en,,https://www.ema.europa.eu/en/documents/product-information/mayzent-epar-product-information_en.pdf
Medicinal Oxygen Air Liquide Sante,EMEA/V/C/000111,veterinary,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/veterinary/000111/WC500064974.pdf,https://www.ema.europa.eu/en/documents/product-information/medicinal-oxygen-air-liquide-sante-epar-product-information_en.pdf
Mekinist,EMEA/H/C/002643,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002643/WC500169657.pdf,https://www.ema.europa.eu/en/documents/product-information/mekinist-epar-product-information_en.pdf
Mektovi,EMEA/H/C/004579,human,en,,https://www.ema.europa.eu/en/documents/product-information/mektovi-epar-product-information_en.pdf
Melosus,EMEA/V/C/002001,veterinary,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/veterinary/002001/WC500102439.pdf,https://www.ema.europa.eu/en/documents/product-information/melosus-epar-product-information_en.pdf
Melovem,EMEA/V/C/000152,veterinary,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/veterinary/000152/WC500065109.pdf,https://www.ema.europa.eu/en/documents/product-information/melovem-epar-product-information_en.pdf
Meloxidolor,EMEA/V/C/002590,veterinary,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/veterinary/002590/WC500143171.pdf,https://www.ema.europa.eu/en/documents/product-information/meloxidolor-epar-product-information_en.pdf
Meloxidyl,EMEA/V/C/000115,veterinary,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/veterinary/000115/WC500065296.pdf,https://www.ema.europa.eu/en/documents/product-information/meloxidyl-epar-product-information_en.pdf
Meloxivet,EMEA/V/C/000124,veterinary,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/veterinary/000124/WC500065586.pdf,https://www.ema.europa.eu/en/documents/product-information/meloxivet-epar-product-information_en.pdf
Meloxoral,EMEA/V/C/000151,veterinary,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/veterinary/000151/WC500099393.pdf,https://www.ema.europa.eu/en/documents/product-information/meloxoral-epar-product-information_en.pdf
Memantine Accord,EMEA/H/C/002766,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002766/WC500158283.pdf,https://www.ema.europa.eu/en/documents/product-information/memantine-accord-epar-product-information_en.pdf
Memantine LEK,EMEA/H/C/002630,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002630/WC500142555.pdf,https://www.ema.europa.eu/en/documents/product-information/memantine-lek-epar-product-information_en.pdf
Memantine Merz,EMEA/H/C/002711,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002711/WC500136311.pdf,https://www.ema.europa.eu/en/documents/product-information/memantine-merz-epar-product-information_en.pdf
Memantine Mylan,EMEA/H/C/002660,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002660/WC500142629.pdf,https://www.ema.europa.eu/en/documents/product-information/memantine-mylan-epar-product-information_en.pdf
Memantine ratiopharm,EMEA/H/C/002671,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002671/WC500144579.pdf,https://www.ema.europa.eu/en/documents/product-information/memantine-ratiopharm-epar-product-information_en.pdf
MenQuadfi,EMEA/H/C/005084,human,en,,https://www.ema.europa.eu/en/documents/product-information/menquadfi-epar-product-information_en.pdf
Menveo,EMEA/H/C/001095,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/001095/WC500090147.pdf,https://www.ema.europa.eu/en/documents/product-information/menveo-epar-product-information_en.pdf
Mepact,EMEA/H/C/000802,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000802/WC500026565.pdf,https://www.ema.europa.eu/en/documents/product-information/mepact-epar-product-information_en.pdf
Mepsevii,EMEA/H/C/004438,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/004438/WC500254544.pdf,https://www.ema.europa.eu/en/documents/product-information/mepsevii-epar-product-information_en.pdf
Metacam,EMEA/V/C/000033,veterinary,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/veterinary/000033/WC500065777.pdf,https://www.ema.europa.eu/en/documents/product-information/metacam-epar-product-information_en.pdf
Metalyse,EMEA/H/C/000306,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000306/WC500026892.pdf,https://www.ema.europa.eu/en/documents/product-information/metalyse-epar-product-information_en.pdf
Methylthioninium chloride Proveblue,EMEA/H/C/002108,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002108/WC500107129.pdf,https://www.ema.europa.eu/en/documents/product-information/methylthioninium-chloride-proveblue-epar-product-information_en.pdf
Mhyosphere PCV ID,EMEA/V/C/005272,veterinary,en,,https://www.ema.europa.eu/en/documents/product-information/mhyosphere-pcv-id-epar-product-information_en.pdf
Micardis,EMEA/H/C/000209,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000209/WC500027641.pdf,https://www.ema.europa.eu/en/documents/product-information/micardis-epar-product-information_en.pdf
Micardis Plus,EMEA/H/C/000413,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000413/WC500028551.pdf,https://www.ema.europa.eu/en/documents/product-information/micardisplus-epar-product-information_en.pdf
Miglustat Dipharma,EMEA/H/C/004904,human,en,,https://www.ema.europa.eu/en/documents/product-information/miglustat-dipharma-epar-product-information_en.pdf
Miglustat Gen.Orph,EMEA/H/C/004366,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/004366/WC500239107.pdf,https://www.ema.europa.eu/en/documents/product-information/miglustat-genorph-epar-product-information_en.pdf
Mimpara,EMEA/H/C/000570,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000570/WC500028900.pdf,https://www.ema.europa.eu/en/documents/product-information/mimpara-epar-product-information_en.pdf
Minjuvi,EMEA/H/C/005436,human,en,,https://www.ema.europa.eu/en/documents/product-information/minjuvi-epar-product-information_en.pdf
MiPet Easecto,EMEA/V/C/004732,veterinary,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/veterinary/004732/WC500244312.pdf,https://www.ema.europa.eu/en/documents/product-information/mipet-easecto-epar-product-information_en.pdf
Mirapexin,EMEA/H/C/000134,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000134/WC500029252.pdf,https://www.ema.europa.eu/en/documents/product-information/mirapexin-epar-product-information_en.pdf
Mirataz,EMEA/V/C/004733,veterinary,en,,https://www.ema.europa.eu/en/documents/product-information/mirataz-epar-product-information_en.pdf
Mircera,EMEA/H/C/000739,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000739/WC500033672.pdf,https://www.ema.europa.eu/en/documents/product-information/mircera-epar-product-information_en.pdf
Mirvaso,EMEA/H/C/002642,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002642/WC500163121.pdf,https://www.ema.europa.eu/en/documents/product-information/mirvaso-epar-product-information_en.pdf
Mixtard,EMEA/H/C/000428,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000428/WC500029822.pdf,https://www.ema.europa.eu/en/documents/product-information/mixtard-epar-product-information_en.pdf
M-M-R Vax Pro,EMEA/H/C/000604,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000604/WC500030170.pdf,https://www.ema.europa.eu/en/documents/product-information/m-m-rvaxpro-epar-product-information_en.pdf
Modigraf,EMEA/H/C/000954,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000954/WC500030470.pdf,https://www.ema.europa.eu/en/documents/product-information/modigraf-epar-product-information_en.pdf
Monotard,EMEA/H/C/000440,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000440/WC500055089.pdf,https://www.ema.europa.eu/en/documents/product-information/monotard-epar-product-information_en.pdf
Moventig,EMEA/H/C/002810,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002810/WC500179075.pdf,https://www.ema.europa.eu/en/documents/product-information/moventig-epar-product-information_en.pdf
Movymia,EMEA/H/C/004368,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/004368/WC500223667.pdf,https://www.ema.europa.eu/en/documents/product-information/movymia-epar-product-information_en.pdf
Mozobil,EMEA/H/C/001030,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/001030/WC500030686.pdf,https://www.ema.europa.eu/en/documents/product-information/mozobil-epar-product-information_en.pdf
MS-H Vaccine,EMEA/V/C/000161,veterinary,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/veterinary/000161/WC500108448.pdf,https://www.ema.europa.eu/en/documents/product-information/ms-h-vaccine-epar-product-information_en.pdf
Multaq,EMEA/H/C/001043,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/001043/WC500044534.pdf,https://www.ema.europa.eu/en/documents/product-information/multaq-epar-product-information_en.pdf
Mvabea ,EMEA/H/C/005343,human,en,,https://www.ema.europa.eu/en/documents/product-information/mvabea-epar-product-information_en.pdf
Mvasi,EMEA/H/C/004728,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/004728/WC500242874.pdf,https://www.ema.europa.eu/en/documents/product-information/mvasi-epar-product-information_en.pdf
Myalepta,EMEA/H/C/004218,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/004218/WC500253136.pdf,https://www.ema.europa.eu/en/documents/product-information/myalepta-epar-product-information_en.pdf
Mycamine,EMEA/H/C/000734,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000734/WC500031075.pdf,https://www.ema.europa.eu/en/documents/product-information/mycamine-epar-product-information_en.pdf
Myclausen,EMEA/H/C/001218,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/001218/WC500097853.pdf,https://www.ema.europa.eu/en/documents/product-information/myclausen-epar-product-information_en.pdf
Mycophenolatemofetil Teva,EMEA/H/C/000882,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000882/WC500031269.pdf,https://www.ema.europa.eu/en/documents/product-information/mycophenolate-mofetil-teva-epar-product-information_en.pdf
Myfenax,EMEA/H/C/000884,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000884/WC500031540.pdf,https://www.ema.europa.eu/en/documents/product-information/myfenax-epar-product-information_en.pdf
Mylotarg,EMEA/H/C/004204,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/004204/WC500248702.pdf,https://www.ema.europa.eu/en/documents/product-information/mylotarg-epar-product-information_en.pdf
Myocet,EMEA/H/C/000297,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000297/WC500031811.pdf,https://www.ema.europa.eu/en/documents/product-information/myocet-epar-product-information_en.pdf
Myozyme,EMEA/H/C/000636,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000636/WC500032125.pdf,https://www.ema.europa.eu/en/documents/product-information/myozyme-epar-product-information_en.pdf
Mysildecard,EMEA/H/C/004186,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/004186/WC500217755.pdf,https://www.ema.europa.eu/en/documents/product-information/mysildecard-epar-product-information_en.pdf
Mysimba,EMEA/H/C/003687,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/003687/WC500185580.pdf,https://www.ema.europa.eu/en/documents/product-information/mysimba-epar-product-information_en.pdf
Naglazyme,EMEA/H/C/000640,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000640/WC500024289.pdf,https://www.ema.europa.eu/en/documents/product-information/naglazyme-epar-product-information_en.pdf
Namuscla,EMEA/H/C/004584,human,en,,https://www.ema.europa.eu/en/documents/product-information/namuscla-epar-product-information_en.pdf
Nasym,EMEA/V/C/004897,veterinary,en,,https://www.ema.europa.eu/en/documents/product-information/nasym-epar-product-information_en.pdf
Natpar,EMEA/H/C/003861,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/003861/WC500226450.pdf,https://www.ema.europa.eu/en/documents/product-information/natpar-epar-product-information_en.pdf
Naxcel,EMEA/V/C/000079,veterinary,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/veterinary/000079/WC500065945.pdf,https://www.ema.europa.eu/en/documents/product-information/naxcel-epar-product-information_en.pdf
Nemdatine,EMEA/H/C/002680,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002680/WC500142705.pdf,https://www.ema.europa.eu/en/documents/product-information/nemdatine-epar-product-information_en.pdf
Neoclarityn,EMEA/H/C/000314,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000314/WC500024736.pdf,https://www.ema.europa.eu/en/documents/product-information/neoclarityn-epar-product-information_en.pdf
Neocolipor,EMEA/V/C/000035,veterinary,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/veterinary/000035/WC500066140.pdf,https://www.ema.europa.eu/en/documents/product-information/neocolipor-epar-product-information_en.pdf
Neofordex,EMEA/H/C/004071,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/004071/WC500204050.pdf,https://www.ema.europa.eu/en/documents/product-information/neofordex-epar-product-information_en.pdf
NeoRecormon,EMEA/H/C/000116,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000116/WC500024979.pdf,https://www.ema.europa.eu/en/documents/product-information/neorecormon-epar-product-information_en.pdf
NeoSpect,EMEA/H/C/000263,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000263/WC500025180.pdf,https://www.ema.europa.eu/en/documents/product-information/neospect-epar-product-information_en.pdf
Neparvis,EMEA/H/C/004343,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/004343/WC500208583.pdf,https://www.ema.europa.eu/en/documents/product-information/neparvis-epar-product-information_en.pdf
Nepexto,EMEA/H/C/004711,human,en,,https://www.ema.europa.eu/en/documents/product-information/nepexto-epar-product-information_en.pdf
Neptra,EMEA/V/C/004735,veterinary,en,,https://www.ema.europa.eu/en/documents/product-information/neptra-epar-product-information_en.pdf
Nerlynx,EMEA/H/C/004030,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/004030/WC500255241.pdf,https://www.ema.europa.eu/en/documents/product-information/nerlynx-epar-product-information_en.pdf
Nespo,EMEA/H/C/000333,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000333/WC500055308.pdf,https://www.ema.europa.eu/en/documents/product-information/nespo-epar-product-information_en.pdf
Netvax,EMEA/V/C/000134,veterinary,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/veterinary/000134/WC500066326.pdf,https://www.ema.europa.eu/en/documents/product-information/netvax-epar-product-information_en.pdf
Neulasta,EMEA/H/C/000420,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000420/WC500025945.pdf,https://www.ema.europa.eu/en/documents/product-information/neulasta-epar-product-information_en.pdf
Neupopeg,EMEA/H/C/000422,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000422/WC500055683.pdf,https://www.ema.europa.eu/en/documents/product-information/neupopeg-epar-product-information_en.pdf
Neupro,EMEA/H/C/000626,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000626/WC500026397.pdf,https://www.ema.europa.eu/en/documents/product-information/neupro-epar-product-information_en.pdf
Neuraceq,EMEA/H/C/002553,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002553/WC500162592.pdf,https://www.ema.europa.eu/en/documents/product-information/neuraceq-epar-product-information_en.pdf
NeuroBloc,EMEA/H/C/000301,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000301/WC500026906.pdf,https://www.ema.europa.eu/en/documents/product-information/neurobloc-epar-product-information_en.pdf
Nevanac,EMEA/H/C/000818,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000818/WC500027158.pdf,https://www.ema.europa.eu/en/documents/product-information/nevanac-epar-product-information_en.pdf
Nevirapine Teva,EMEA/H/C/001119,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/001119/WC500041898.pdf,https://www.ema.europa.eu/en/documents/product-information/nevirapine-teva-epar-product-information_en.pdf
Nexavar,EMEA/H/C/000690,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000690/WC500027704.pdf,https://www.ema.europa.eu/en/documents/product-information/nexavar-epar-product-information_en.pdf
NexGard,EMEA/V/C/002729,veterinary,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/veterinary/002729/WC500164067.pdf,https://www.ema.europa.eu/en/documents/product-information/nexgard-epar-product-information_en.pdf
NexGard Combo,EMEA/V/C/005094,veterinary,en,,https://www.ema.europa.eu/en/documents/product-information/nexgard-combo-epar-product-information_en.pdf
Nexgard Spectra,EMEA/V/C/003842,veterinary,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/veterinary/003842/WC500181961.pdf,https://www.ema.europa.eu/en/documents/product-information/nexgard-spectra-epar-product-information_en.pdf
Nexium Control,EMEA/H/C/002618,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002618/WC500150033.pdf,https://www.ema.europa.eu/en/documents/product-information/nexium-control-epar-product-information_en.pdf
NexoBrid,EMEA/H/C/002246,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002246/WC500136580.pdf,https://www.ema.europa.eu/en/documents/product-information/nexobrid-epar-product-information_en.pdf
Nexpovio,EMEA/H/C/005127,human,en,,https://www.ema.europa.eu/en/documents/product-information/nexpovio-epar-product-information_en.pdf
Ngenla,EMEA/H/C/005633,human,en,,https://www.ema.europa.eu/en/documents/product-information/ngenla-epar-product-information_en.pdf
Nilemdo,EMEA/H/C/004958,human,en,,https://www.ema.europa.eu/en/documents/product-information/nilemdo-epar-product-information_en.pdf
Nimenrix,EMEA/H/C/002226,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002226/WC500127663.pdf,https://www.ema.europa.eu/en/documents/product-information/nimenrix-epar-product-information_en.pdf
Nimvastid,EMEA/H/C/001029,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/001029/WC500027931.pdf,https://www.ema.europa.eu/en/documents/product-information/nimvastid-epar-product-information_en.pdf
Ninlaro,EMEA/H/C/003844,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/003844/WC500217620.pdf,https://www.ema.europa.eu/en/documents/product-information/ninlaro-epar-product-information_en.pdf
Nitisinone MDK (previously Nitisinone Mendeli KABS),EMEA/H/C/004281,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/004281/WC500236078.pdf,https://www.ema.europa.eu/en/documents/product-information/nitisinone-mdk-previously-nitisinone-mendelikabs-epar-product-information_en.pdf
Nityr,EMEA/H/C/004582,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/004582/WC500253738.pdf,https://www.ema.europa.eu/en/documents/product-information/nityr-epar-product-information_en.pdf
Nivestim,EMEA/H/C/001142,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/001142/WC500093661.pdf,https://www.ema.europa.eu/en/documents/product-information/nivestim-epar-product-information_en.pdf
Nivolumab BMS,EMEA/H/C/003840,human,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/003840/WC500190648.pdf,https://www.ema.europa.eu/en/documents/product-information/nivolumab-bms-epar-product-information_en.pdf
Nobilis IB Primo QX,EMEA/V/C/002802,veterinary,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/veterinary/002802/WC500176906.pdf,https://www.ema.europa.eu/en/documents/product-information/nobilis-ib-primo-qx-epar-product-information_en.pdf
Nobilis IB4-91,EMEA/V/C/000036,veterinary,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/veterinary/000036/WC500066559.pdf,https://www.ema.europa.eu/en/documents/product-information/nobilis-ib-4-91-epar-product-information_en.pdf
Nobilis Influenza H5N2,EMEA/V/C/000118,veterinary,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/veterinary/000118/WC500066880.pdf,https://www.ema.europa.eu/en/documents/product-information/nobilis-influenza-h5n2-epar-product-information_en.pdf
Nobilis Influenza H5N6,EMEA/V/C/000125,veterinary,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/veterinary/000125/WC500066983.pdf,https://www.ema.europa.eu/en/documents/product-information/nobilis-influenza-h5n6-epar-product-information_en.pdf
Nobilis Influenza H7N1,EMEA/V/C/000123,veterinary,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/veterinary/000123/WC500067104.pdf,https://www.ema.europa.eu/en/documents/product-information/nobilis-influenza-h7n1-epar-product-information_en.pdf
Nobilis ORInac,EMEA/V/C/000062,veterinary,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/veterinary/000062/WC500067201.pdf,https://www.ema.europa.eu/en/documents/product-information/nobilis-inac-epar-product-information_en.pdf
Nobivac Bb,EMEA/V/C/000068,veterinary,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/veterinary/000068/WC500067346.pdf,https://www.ema.europa.eu/en/documents/product-information/nobivac-bb-epar-product-information_en.pdf
Nobivac DP Plus,EMEA/V/C/005251,veterinary,en,,https://www.ema.europa.eu/en/documents/product-information/nobivac-dp-plus-epar-product-information_en.pdf
Nobivac L4,EMEA/V/C/002010,veterinary,en,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/veterinary/002010/WC500138215.pdf,https://www.ema.europa.eu/en/documents/product-information/nobivac-l4-epar-product-information_en.pdf
